"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"산업안전보건법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","1","-","-","-","-","","-","-",
"산업안전보건법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"산업안전보건법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","1","-","-","-","-","","-","-",
"산지관리법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"산지관리법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"상표법","합계","소년범죄자 재범기간 및 종류","명","2","6","8","3","-","-","1","1","-","3","1","2","1","1",
"상표법","동종재범","소년범죄자 재범기간 및 종류","명","-","1","4","-","-","-","-","-","-","1","1","1","-","-",
"상표법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"상표법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","2","-","-","-","-","-","-","-","-","1","-","-",
"상표법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"상표법","1년 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","-","-","-","","-","-",
"상표법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"상표법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","1","-","","-","-",
"상표법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"상표법","이종재범","소년범죄자 재범기간 및 종류","명","2","5","4","3","-","-","1","1","-","2","-","1","1","1",
"상표법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","1","-","","-","-",
"상표법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","1","-","-","-","-","-","-","-","","-","-",
"상표법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"상표법","1년 이내","소년범죄자 재범기간 및 종류","명","-","3","-","1","-","-","-","1","-","-","-","","1","1",
"상표법","2년 이내","소년범죄자 재범기간 및 종류","명","1","-","1","1","-","-","-","-","-","-","-","","-","-",
"상표법","3년 이내","소년범죄자 재범기간 및 종류","명","-","1","1","-","-","-","-","-","-","1","-","1","-","-",
"상표법","3년 초과","소년범죄자 재범기간 및 종류","명","1","1","1","-","-","-","1","-","-","-","-","","-","-",
"선박안전법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박안전법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"선박직원법","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","-","-","-","","-","-",
"성매매법","합계","소년범죄자 재범기간 및 종류","명","47","58","230","208","86","49","38","28","","","","","","",
"성매매법","동종재범","소년범죄자 재범기간 및 종류","명","8","14","74","71","26","10","8","2","","","","","","",
"성매매법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","2","3","8","3","2","1","-","","","","","","",
"성매매법","3개월 이내","소년범죄자 재범기간 및 종류","명","1","1","11","6","3","2","-","1","","","","","","",
"성매매법","6개월 이내","소년범죄자 재범기간 및 종류","명","4","1","12","14","2","3","1","1","","","","","","",
"성매매법","1년 이내","소년범죄자 재범기간 및 종류","명","2","9","42","31","10","-","-","-","","","","","","",
"성매매법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","4","7","5","1","4","-","","","","","","",
"성매매법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","2","4","2","2","1","-","","","","","","",
"성매매법","3년 초과","소년범죄자 재범기간 및 종류","명","1","1","-","1","1","-","1","-","","","","","","",
"성매매법","이종재범","소년범죄자 재범기간 및 종류","명","39","44","156","137","60","39","30","26","","","","","","",
"성매매법","1개월 이내","소년범죄자 재범기간 및 종류","명","4","5","10","17","3","4","3","2","","","","","","",
"성매매법","3개월 이내","소년범죄자 재범기간 및 종류","명","3","2","11","10","8","5","2","1","","","","","","",
"성매매법","6개월 이내","소년범죄자 재범기간 및 종류","명","4","-","11","20","8","4","2","2","","","","","","",
"성매매법","1년 이내","소년범죄자 재범기간 및 종류","명","9","14","65","51","20","15","6","8","","","","","","",
"성매매법","2년 이내","소년범죄자 재범기간 및 종류","명","8","11","30","19","12","8","10","5","","","","","","",
"성매매법","3년 이내","소년범죄자 재범기간 및 종류","명","4","2","10","16","6","2","3","6","","","","","","",
